release_group,worldwide,domestic,domestic_percent,foreign,foreign_percent,year
"Remember Me, My Love",12671306.0,227986.0,0.018000000000000002,12443320.0,0.982,2003
Chasing Papi,12661189.0,6130049.0,0.484,6531140.0,0.516,2003
Winged Migration 2003 Re0release,12634963.0,10764402.0,0.852,1870561.0,0.14800000000000002,2003
Seducing Doctor Lewis,12504038.0,9354342.0,0.748,3149696.0,0.252,2003
Monsieur Ibrahim,12364836.0,2823890.0,0.228,9540946.0,0.772,2003
Koi... Mil Gaya,12168232.0,671372.0,0.055,11496860.0,0.945,2003
Dark Blue,12150301.0,9250301.0,0.7609999999999999,2900000.0,0.239,2003
Beyond Borders,11705002.0,4430101.0,0.37799999999999995,7274901.0,0.622,2003
The Dope,11289473.0,0.0,0.0,11289473.0,1.0,2003
Kamen Rider 555: Paradise Lost,11067556.0,0.0,0.0,11067556.0,1.0,2003
Godzilla: Tokyo S.O.S.,10724345.0,0.0,0.0,10724345.0,1.0,2003
The Cooler,10464788.0,8291572.0,0.792,2173216.0,0.20800000000000002,2003
A Touch of Spice,10395779.0,0.0,0.0,10395779.0,1.0,2003
Thirteen,10128960.0,4601043.0,0.45399999999999996,5527917.0,0.546,2003
Kisarazu Cat's Eye: Nihon Series,10029866.0,0.0,0.0,10029866.0,1.0,2003
Elephant,10012022.0,1266955.0,0.127,8745067.0,0.873,2003
Shin Chan: The Adult Empire Strikes Back,9851449.0,0.0,0.0,9851449.0,1.0,2003
My Life Without Me,9726954.0,400948.0,0.040999999999999995,9326006.0,0.9590000000000001,2003
The Young Black Stallion,9638389.0,6751389.0,0.7,2887000.0,0.3,2003
Married for 7 Years,9545175.0,0.0,0.0,9545175.0,1.0,2003
Veronica Guerin,9439660.0,1571504.0,0.166,7868156.0,0.8340000000000001,2003
The Flying Classroom,9378807.0,0.0,0.0,9378807.0,1.0,2003
Après Vous,8852763.0,830292.0,0.094,8022471.0,0.9059999999999999,2003
"Spring, Summer, Fall, Winter... and Spring",8841920.0,2380788.0,0.26899999999999996,6461132.0,0.731,2003
18 Years Later,8785730.0,25611.0,0.003,8760119.0,0.997,2003
Le coeur des hommes,8755325.0,0.0,0.0,8755325.0,1.0,2003
Shrek 2,928965969.0,441426807.0,0.475,487534523.0,0.525,2004
Harry Potter and the Prisoner of Azkaban,795634069.0,249541069.0,0.314,546093000.0,0.6859999999999999,2004
Spider0Man 2,783766341.0,373585825.0,0.47700000000000004,410180516.0,0.523,2004
The Incredibles,631442092.0,261441092.0,0.414,370001000.0,0.586,2004
The Passion of the Christ,611490759.0,370274604.0,0.606,241212132.0,0.39399999999999996,2004
The Day After Tomorrow,552639571.0,186740799.0,0.33799999999999997,365898772.0,0.662,2004
Meet the Fockers,522657936.0,279261160.0,0.534,243396776.0,0.466,2004
Troy,497409852.0,133378256.0,0.268,364031596.0,0.732,2004
Shark Tale,374583879.0,160861908.0,0.429,213721971.0,0.5710000000000001,2004
Ocean's Twelve,362744280.0,125544280.0,0.34600000000000003,237200000.0,0.654,2004
"I, Robot",353133898.0,144801023.0,0.41,208332875.0,0.59,2004
National Treasure,347512318.0,173008894.0,0.498,174503424.0,0.502,2004
Van Helsing,300157638.0,120177084.0,0.4,179980554.0,0.6,2004
The Bourne Supremacy,290633422.0,176241941.0,0.606,114391481.0,0.39399999999999996,2004
The Polar Express,286000505.0,162775358.0,0.569,123225147.0,0.431,2004
Bridget Jones: The Edge of Reason,265126918.0,40226215.0,0.152,224900703.0,0.848,2004
Howl's Moving Castle,235204375.0,4711096.0,0.02,230484947.0,0.98,2004
Fahrenheit 9/11,222446882.0,119194771.0,0.536,103252111.0,0.46399999999999997,2004
Collateral,220239925.0,101005703.0,0.45899999999999996,119234222.0,0.541,2004
The Terminal,218685607.0,77872883.0,0.35600000000000004,140812724.0,0.644,2004
Million Dollar Baby,216763646.0,100492203.0,0.46399999999999997,116271443.0,0.536,2004
The Aviator,213719942.0,102610330.0,0.48,111109612.0,0.52,2004
A Series of Unfortunate Events,211468235.0,118634549.0,0.561,92833686.0,0.439,2004
King Arthur,203567857.0,51882244.0,0.255,151685613.0,0.745,2004
Garfield: The Movie,203172417.0,75369589.0,0.371,127802828.0,0.629,2004
50 First Dates,198413428.0,120908074.0,0.609,77505354.0,0.391,2004
The Grudge,187281115.0,110359362.0,0.589,76921753.0,0.41100000000000003,2004
Scooby0Doo 2: Monsters Unleashed,181216833.0,84216833.0,0.465,97000000.0,0.535,2004
Along Came Polly,178311729.0,88097164.0,0.494,90214565.0,0.506,2004
Alien vs. Predator,177427090.0,80282231.0,0.452,97144859.0,0.5479999999999999,2004
Starsky & Hutch,170268750.0,88237754.0,0.518,82030996.0,0.48200000000000004,2004
Shall We Dance?,170128460.0,57890460.0,0.34,112238000.0,0.66,2004
Dodgeball: A True Underdog Story,168423227.0,114326736.0,0.679,54096491.0,0.321,2004
Alexander,167298192.0,34297191.0,0.205,133001001.0,0.795,2004
The Phantom of the Opera,154648887.0,51268815.0,0.332,103380072.0,0.6679999999999999,2004
Kill Bill: Vol. 2,154116796.0,66208183.0,0.43,87908613.0,0.57,2004
Home on the Range,145358062.0,50030461.0,0.344,95327601.0,0.6559999999999999,2004
The SpongeBob SquarePants Movie,140192993.0,85417988.0,0.609,54775005.0,0.391,2004
The Princess Diaries 2: Royal Engagement,134734481.0,95170481.0,0.706,39564000.0,0.294,2004
Blade: Trinity,131883935.0,52411906.0,0.397,79472029.0,0.603,2004
Man on Fire,130834852.0,77911774.0,0.595,52923078.0,0.405,2004
Mean Girls,130135039.0,86058055.0,0.6609999999999999,44067774.0,0.33899999999999997,2004
Resident Evil: Apocalypse,129342769.0,51201453.0,0.396,78141316.0,0.604,2004
Ray,123971376.0,75331600.0,0.608,48639776.0,0.392,2004
The Notebook,117814972.0,81001787.0,0.688,36810836.0,0.312,2004
The Forgotten,117592831.0,67133509.0,0.5710000000000001,50459322.0,0.429,2004
Finding Neverland,116650613.0,51680613.0,0.44299999999999995,64970000.0,0.557,2004
The Chronicles of Riddick,115900534.0,57761012.0,0.498,58139522.0,0.502,2004
Closer,115505027.0,33987757.0,0.294,81517270.0,0.706,2004
White Chicks,113086475.0,70831760.0,0.626,42254715.0,0.374,2004
Sideways,109706931.0,71503593.0,0.652,38203338.0,0.348,2004
Hidalgo,108040622.0,67303450.0,0.623,40737172.0,0.377,2004
The Stepford Wives,103370127.0,59484742.0,0.575,43885385.0,0.425,2004
Saw,103096345.0,55185045.0,0.535,47911300.0,0.465,2004
Dawn of the Dead,102278712.0,59020957.0,0.5770000000000001,43257755.0,0.423,2004
Kung Fu Hustle,100912445.0,17108591.0,0.17,83803854.0,0.83,2004
Ladder 49,100572044.0,74541707.0,0.741,26030337.0,0.259,2004
Hellboy,99318987.0,59623958.0,0.6,39695029.0,0.4,2004
The Butterfly Effect,96693417.0,57938693.0,0.599,38754724.0,0.401,2004
Christmas with the Kranks,96572480.0,73780539.0,0.764,22791941.0,0.23600000000000002,2004
13 Going on 30,96455697.0,57231747.0,0.593,39223950.0,0.40700000000000003,2004
The Manchurian Candidate,96105910.0,65955630.0,0.6859999999999999,30150280.0,0.314,2004
Secret Window,92913171.0,48022900.0,0.517,44890271.0,0.483,2004
House of Flying Daggers,92863945.0,11050094.0,0.11900000000000001,81813851.0,0.8809999999999999,2004
Downfall,92181574.0,5509040.0,0.06,86672534.0,0.94,2004
Anchorman: The Legend of Ron Burgundy,90650045.0,85288303.0,0.941,5361427.0,0.059000000000000004,2004
Catwoman,82402379.0,40202379.0,0.488,42200000.0,0.512,2004
The Chorus,82032134.0,2087128.0,0.025,79945006.0,0.975,2004
Exorcist: The Beginning,78110021.0,41821986.0,0.535,36288035.0,0.465,2004
The Ladykillers,76665191.0,39799191.0,0.519,36866000.0,0.48100000000000004,2004
(T)Raumschiff Surprise 0 Periode 1,76341401.0,0.0,0.0,76341401.0,1.0,2004
Crying Out Love in the Center of the World,73611055.0,0.0,0.0,73611055.0,1.0,2004
Eternal Sunshine of the Spotless Mind,73389931.0,34400301.0,0.469,38987433.0,0.531,2004
Without a Paddle,73029190.0,58169327.0,0.797,14859863.0,0.203,2004
Around the World in 80 Days,72178895.0,24008137.0,0.33299999999999996,48170758.0,0.667,2004
Anacondas: The Hunt for the Blood Orchid,70992898.0,32238923.0,0.45399999999999996,38753975.0,0.546,2004
Taxi 2004 Re0release,70778329.0,36611066.0,0.517,34167263.0,0.483,2004
A Cinderella Story,70080371.0,51438175.0,0.7340000000000001,18629734.0,0.266,2004
Tae Guk Gi: The Brotherhood of War,69827583.0,1111061.0,0.016,68716522.0,0.9840000000000001,2004
A Very Long Engagement,69424389.0,6524389.0,0.094,62900000.0,0.9059999999999999,2004
Barbershop 2: Back in Business,65991448.0,65111277.0,0.987,880171.0,0.013000000000000001,2004
Taking Lives,65470529.0,32682342.0,0.499,32788187.0,0.501,2004
Miracle,64445708.0,64378093.0,0.9990000000000001,67615.0,0.001,2004
After the Sunset,62657868.0,28331233.0,0.452,34326635.0,0.5479999999999999,2004
Two Brothers,62172050.0,19176754.0,0.308,42995296.0,0.6920000000000001,2004
Friday Night Lights,61950770.0,61255921.0,0.9890000000000001,694849.0,0.011000000000000001,2004
In Good Company,61315215.0,45806659.0,0.747,15508556.0,0.253,2004
Sky Captain and the World of Tomorrow,57947036.0,37762677.0,0.652,20184359.0,0.348,2004
Cellular,57678321.0,32003620.0,0.555,25674701.0,0.445,2004
The Motorcycle Diaries,57663224.0,16781387.0,0.29100000000000004,40881837.0,0.7090000000000001,2004
Seven Dwarves,57410311.0,0.0,0.0,57410311.0,1.0,2004
Walking Tall,57223890.0,46437717.0,0.812,10786173.0,0.188,2004
Spanglish,55470154.0,42726869.0,0.77,12743285.0,0.23,2004
The Punisher,54700105.0,33810189.0,0.618,20889916.0,0.382,2004
Open Water,54683487.0,30610863.0,0.56,24072624.0,0.44,2004
Team America: World Police,50826898.0,32786074.0,0.645,18040824.0,0.355,2004
You Got Served,50576805.0,40363810.0,0.7979999999999999,10212995.0,0.20199999999999999,2004
Raising Helen,49718611.0,37486512.0,0.754,12232099.0,0.24600000000000002,2004
Fat Albert,48551322.0,48116322.0,0.991,435000.0,0.009000000000000001,2004
Be with You,46616207.0,0.0,0.0,46616207.0,1.0,2004
Napoleon Dynamite,46118097.0,44540956.0,0.966,1577141.0,0.034,2004
The Sea Inside,43685449.0,2104923.0,0.048,41580526.0,0.9520000000000001,2004
Wimbledon,41682237.0,17001133.0,0.408,24681104.0,0.5920000000000001,2004
Twisted,40954603.0,25198598.0,0.615,15756005.0,0.385,2004
Bad Education,40350837.0,5211842.0,0.129,35138995.0,0.871,2004
Crimson Rivers 2: Angels of the Apocalypse,40152148.0,152148.0,0.004,40000000.0,0.996,2004
The Prince and Me,37666766.0,28176497.0,0.748,9490269.0,0.252,2004
Garden State,35825316.0,26782316.0,0.748,9043000.0,0.252,2004
Jersey Girl,35492921.0,25268157.0,0.7120000000000001,10224764.0,0.28800000000000003,2004
Alfie,35060882.0,13399812.0,0.382,21661070.0,0.618,2004
Flight of the Phoenix,35021497.0,21009180.0,0.6,14012317.0,0.4,2004
The Life Aquatic with Steve Zissou,34808403.0,24020403.0,0.69,10788000.0,0.31,2004
Pokémon the Movie: Destiny Deoxys,34337258.0,0.0,0.0,34337258.0,1.0,2004
Hotel Rwanda,33882243.0,23530892.0,0.6940000000000001,10351351.0,0.306,2004
Confessions of a Teenage Drama Queen,33251890.0,29331068.0,0.882,3920822.0,0.11800000000000001,2004
Night Watch,32396890.0,0.0,0.0,32396890.0,1.0,2004
Johnson Family Vacation,31326183.0,31203964.0,0.996,122219.0,0.004,2004
The Girl Next Door,30381722.0,14589444.0,0.48,15792278.0,0.52,2004
Godsend,30120671.0,14379751.0,0.47700000000000004,15740920.0,0.523,2004
Shaun of the Dead,30039392.0,13542874.0,0.451,16496518.0,0.5489999999999999,2004
Yu0Gi0Oh!: The Movie 0 Pyramid of Light,29144802.0,19765868.0,0.6779999999999999,9378934.0,0.322,2004
Agent Cody Banks 2: Destination London,28818995.0,23630159.0,0.82,5188836.0,0.18,2004
Thunderbirds,28283637.0,6880917.0,0.243,21402720.0,0.757,2004
Dirty Dancing: Havana Nights,27685016.0,14161590.0,0.512,13523426.0,0.488,2004
Ella Enchanted,27388767.0,22918387.0,0.8370000000000001,4470380.0,0.163,2004
Doraemon: Nobita in the Wan0Nyan Spacetime Odyssey,26663978.0,0.0,0.0,26663978.0,1.0,2004
The Whole Ten Yards,26170671.0,16328471.0,0.624,9842200.0,0.376,2004
The Alamo,25819961.0,22414961.0,0.868,3405000.0,0.132,2004
Seed of Chucky,24829644.0,17083732.0,0.688,7745912.0,0.312,2004
Bride & Prejudice,24716440.0,6605592.0,0.267,18110848.0,0.733,2004
Podium,24511116.0,0.0,0.0,24511116.0,1.0,2004
Harold & Kumar Go to White Castle,23936908.0,18250550.0,0.762,5686358.0,0.23800000000000002,2004
Birth,23925492.0,5095038.0,0.213,18830454.0,0.787,2004
Christmas in Love,22668087.0,0.0,0.0,22668087.0,1.0,2004
Detective Conan: Magician of the Silver Sky,22618511.0,0.0,0.0,22618511.0,1.0,2004
EuroTrip,22605153.0,17771387.0,0.7859999999999999,4833766.0,0.214,2004
Quill: The Life of a Guide Dog,22298559.0,0.0,0.0,22298559.0,1.0,2004
NASCAR: The IMAX Experience,22248831.0,21583831.0,0.97,665000.0,0.03,2004
Little Black Book,22035509.0,20698668.0,0.9390000000000001,1336841.0,0.061,2004
Do You Know Claudia?,21852972.0,0.0,0.0,21852972.0,1.0,2004
Mr. 3000,21839377.0,21811187.0,0.9990000000000001,28190.0,0.001,2004
Wicker Park,21568818.0,13001257.0,0.603,8567561.0,0.397,2004
Win a Date with Tad Hamilton!,21513434.0,17071962.0,0.794,4441472.0,0.20600000000000002,2004
The Merchant of Venice,21417725.0,3765585.0,0.17600000000000002,17652140.0,0.8240000000000001,2004
New York Minute,21289826.0,14071441.0,0.6609999999999999,7218385.0,0.33899999999999997,2004
Mindhunters,21148829.0,4480744.0,0.212,16668085.0,0.7879999999999999,2004
G.O.R.A.,20839049.0,0.0,0.0,20839049.0,1.0,2004
Super Size Me,20645757.0,11536423.0,0.5589999999999999,9109334.0,0.441,2004
The 11 Commandments,20537839.0,0.0,0.0,20537839.0,1.0,2004
Ladies in Lavender,20377075.0,6765081.0,0.332,13611994.0,0.6679999999999999,2004
Melinda and Melinda,20129327.0,3826280.0,0.19,16303047.0,0.81,2004
I Heart Huckabees,20072172.0,12785432.0,0.637,7286740.0,0.363,2004
2046,19470239.0,1444588.0,0.07400000000000001,18025651.0,0.9259999999999999,2004
Vanity Fair,19463185.0,16136476.0,0.8290000000000001,3326709.0,0.171,2004
Windstruck,19225992.0,0.0,0.0,19225992.0,1.0,2004
The Corsican File,18922216.0,0.0,0.0,18922216.0,1.0,2004
Swing Girls,18758613.0,0.0,0.0,18758613.0,1.0,2004
Look at Me,18729751.0,1737308.0,0.09300000000000001,16992443.0,0.907,2004
De0Lovely,18611951.0,13456633.0,0.723,5155318.0,0.27699999999999997,2004
My Baby's Daddy,18490423.0,17669317.0,0.956,821106.0,0.044000000000000004,2004
Quai des illusions,18291248.0,0.0,0.0,18291248.0,1.0,2004
Kinsey,17050017.0,10254979.0,0.601,6795038.0,0.39899999999999997,2004
Catch That Kid,16951702.0,16703799.0,0.985,247903.0,0.015,2004
Paparazzi,16796512.0,15714234.0,0.9359999999999999,1082278.0,0.064,2004
One Missed Call,16367880.0,0.0,0.0,16367880.0,1.0,2004
"Nin x Nin: Ninja Hattori0kun, the Movie",16351134.0,0.0,0.0,16351134.0,1.0,2004
What the #*! Do We (K)now!?,15998178.0,10942306.0,0.684,5055872.0,0.316,2004
Before Sunset,15854307.0,5820649.0,0.36700000000000005,10029110.0,0.633,2004
Lucky Luke and the Daltons,15823762.0,0.0,0.0,15823762.0,1.0,2004
Surviving Christmas,15125687.0,11663156.0,0.7709999999999999,3462531.0,0.22899999999999998,2004
The Last Trapper,14905929.0,0.0,0.0,14905929.0,1.0,2004
Raise Your Voice,14867514.0,10411980.0,0.7,4455534.0,0.3,2004
Soul Plane,14821824.0,14190750.0,0.9570000000000001,631074.0,0.043,2004
Half a Confession,14638660.0,0.0,0.0,14638660.0,1.0,2004
Welcome to Mooseport,14615099.0,14470947.0,0.99,144152.0,0.01,2004
Envy,14494036.0,13562325.0,0.9359999999999999,931711.0,0.064,2004
Being Julia,14339171.0,7739049.0,0.54,6600122.0,0.46,2004
Vizontele Tuuba,13954476.0,0.0,0.0,13954476.0,1.0,2004
French Spies,13844465.0,0.0,0.0,13844465.0,1.0,2004
Der Wixxer,13607165.0,0.0,0.0,13607165.0,1.0,2004
One Piece: The Cursed Holy Sword,13422333.0,0.0,0.0,13422333.0,1.0,2004
Umizaru,13361623.0,0.0,0.0,13361623.0,1.0,2004
RRRrrrr!!!,13315054.0,54361.0,0.004,13260693.0,0.996,2004
Vera Drake,13267869.0,3775283.0,0.285,9492586.0,0.715,2004
Mariages!,12991310.0,0.0,0.0,12991310.0,1.0,2004
Maria Full of Grace,12594630.0,6529624.0,0.518,6065006.0,0.48200000000000004,2004
Breakin' All the Rules,12544254.0,12264319.0,0.978,279935.0,0.022000000000000002,2004
The Clearing,12520799.0,5763875.0,0.46,6756924.0,0.54,2004
Casshern,12353768.0,0.0,0.0,12353768.0,1.0,2004
Chasing Liberty,12313323.0,12195626.0,0.99,117697.0,0.01,2004
Don't Move,12071007.0,337265.0,0.027999999999999997,11733742.0,0.972,2004
Kureyon Shin0chan 2004 Re0release,12066375.0,0.0,0.0,12066375.0,1.0,2004
The Cookout,12009070.0,11814019.0,0.9840000000000001,195051.0,0.016,2004
Layer Cake,11850214.0,2339957.0,0.19699999999999998,9510257.0,0.8029999999999999,2004
Suspect Zero,11416075.0,8725813.0,0.764,2690262.0,0.23600000000000002,2004
Connie and Carla,11341016.0,8085771.0,0.713,3255245.0,0.287,2004
Naruto the Movie: Ninja Clash in the Land of Snow,11141307.0,0.0,0.0,11141307.0,1.0,2004
Head0On,11030861.0,435395.0,0.039,10595466.0,0.961,2004
District B13,10976892.0,1200216.0,0.109,9776676.0,0.8909999999999999,2004
The Perfect Score,10898337.0,10391003.0,0.953,507334.0,0.047,2004
Harry Potter and the Goblet of Fire,895921036.0,290013036.0,0.324,605908000.0,0.6759999999999999,2005
Star Wars: Episode III 0 Revenge of the Sith,868352530.0,380270577.0,0.43799999999999994,488081953.0,0.562,2005
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",745013115.0,291710957.0,0.392,453302158.0,0.608,2005
War of the Worlds,603873119.0,234280354.0,0.38799999999999996,369592765.0,0.612,2005
King Kong,556906378.0,218080025.0,0.392,338826353.0,0.608,2005
Madagascar,542063846.0,193595521.0,0.35700000000000004,348468325.0,0.643,2005
Mr. & Mrs. Smith,487287646.0,186336279.0,0.382,300951367.0,0.618,2005
Charlie and the Chocolate Factory,474968763.0,206459076.0,0.435,268509687.0,0.565,2005
Batman Begins,373443774.0,205343774.0,0.55,168100000.0,0.45,2005
Hitch,371594210.0,179495555.0,0.483,192098655.0,0.517,2005
Fantastic Four,333535934.0,154696080.0,0.46399999999999997,178839854.0,0.536,2005
Chicken Little,314432837.0,135386665.0,0.431,179046172.0,0.569,2005
Wedding Crashers,288467645.0,209255921.0,0.725,79211724.0,0.275,2005
Robots,262511490.0,128200012.0,0.488,134311478.0,0.512,2005
Constantine,230884728.0,75976178.0,0.32899999999999996,154908550.0,0.6709999999999999,2005
Flightplan,223387299.0,89707299.0,0.402,133680000.0,0.598,2005
Kingdom of Heaven,218122627.0,47398413.0,0.217,170724214.0,0.7829999999999999,2005
Fun with Dick and Jane,204681899.0,110332737.0,0.539,94349162.0,0.461,2005
The Pacifier,198636868.0,113086868.0,0.569,85550000.0,0.431,2005
Wallace & Gromit: The Curse of the Were0Rabbit,192614977.0,56110897.0,0.29100000000000004,136504080.0,0.7090000000000001,2005
The Longest Yard,191466556.0,158119460.0,0.826,33347096.0,0.174,2005
Walk the Line,186797986.0,119519402.0,0.64,67278584.0,0.36,2005
Brokeback Mountain,178062759.0,83043761.0,0.466,95018998.0,0.534,2005
The 400Year0Old Virgin,177378645.0,109449237.0,0.617,67929408.0,0.38299999999999995,2005
The Ring Two,163995949.0,76231249.0,0.465,87764700.0,0.535,2005
The Island,162949164.0,35818913.0,0.22,127130251.0,0.78,2005
The Interpreter,162944923.0,72708161.0,0.446,90236762.0,0.5539999999999999,2005
Memoirs of a Geisha,162242962.0,57490508.0,0.354,104752454.0,0.6459999999999999,2005
Sin City,158733820.0,74103820.0,0.467,84630000.0,0.5329999999999999,2005
Monster0in0Law,155457327.0,82931301.0,0.5329999999999999,72526026.0,0.467,2005
Saw II,147748505.0,87039965.0,0.589,60708540.0,0.41100000000000003,2005
The Exorcism of Emily Rose,145166804.0,75072454.0,0.517,70094350.0,0.483,2005
Herbie Fully Loaded,144146816.0,66023816.0,0.45799999999999996,78123000.0,0.542,2005
The Legend of Zorro,142400065.0,46464023.0,0.326,95936042.0,0.674,2005
Bewitched,131426169.0,63313159.0,0.48200000000000004,68113010.0,0.518,2005
Munich,130982129.0,47403685.0,0.36200000000000004,83578444.0,0.638,2005
Cheaper by the Dozen 2,130154568.0,82571173.0,0.634,47583395.0,0.366,2005
March of the Penguins,127392693.0,77437223.0,0.608,49955470.0,0.392,2005
Nanny McPhee,123276807.0,47144110.0,0.382,76132697.0,0.618,2005
Hide and Seek,123204920.0,51100486.0,0.415,72104434.0,0.585,2005
Pride & Prejudice,121616555.0,38405088.0,0.316,83211467.0,0.684,2005
Sahara,119240351.0,68671925.0,0.5760000000000001,50568426.0,0.424,2005
Corpse Bride,118090836.0,53359111.0,0.452,64731725.0,0.5479999999999999,2005
The Dukes of Hazzard,111069515.0,80270227.0,0.723,30799288.0,0.27699999999999997,2005
Hoodwinked!,110013167.0,51386611.0,0.467,58626556.0,0.5329999999999999,2005
Cinderella Man,108539911.0,61649911.0,0.568,46890000.0,0.43200000000000005,2005
The Amityville Horror,107516369.0,65233369.0,0.607,42283000.0,0.39299999999999996,2005
The Brothers Grimm,105316267.0,37916267.0,0.36,67400000.0,0.64,2005
The Hitchhiker's Guide to the Galaxy,104478416.0,51085416.0,0.489,53393000.0,0.511,2005
Guess Who,103121466.0,68915888.0,0.6679999999999999,34205578.0,0.332,2005
Just Like Heaven,102854431.0,48318130.0,0.47,54536301.0,0.53,2005
Miss Congeniality 2: Armed & Fabulous,101393569.0,48478006.0,0.478,52915563.0,0.522,2005
Crash,98410061.0,54580300.0,0.555,43829761.0,0.445,2005
Are We There Yet?,97918663.0,82674398.0,0.8440000000000001,15244265.0,0.156,2005
Jarhead,97076152.0,62658220.0,0.645,34417932.0,0.355,2005
Red Eye,96258201.0,57891803.0,0.601,38366398.0,0.39899999999999997,2005
Be Cool,95763716.0,56046979.0,0.585,39716737.0,0.415,2005
The Skeleton Key,93983911.0,47907715.0,0.51,46076196.0,0.49,2005
Syriana,93974620.0,50824620.0,0.541,43150000.0,0.45899999999999996,2005
The Family Stone,92884429.0,60062868.0,0.647,32821561.0,0.353,2005
Four Brothers,92374674.0,74494381.0,0.8059999999999999,17880293.0,0.19399999999999998,2005
White Noise,91196419.0,56386759.0,0.618,34809660.0,0.382,2005
Racing Stripes,90754475.0,49772522.0,0.5479999999999999,40981953.0,0.452,2005
Transporter 2,89083229.0,43095856.0,0.484,45987373.0,0.516,2005
Rumor Has It...,88933562.0,43000262.0,0.484,45933300.0,0.516,2005
Sky High,86369815.0,63946815.0,0.74,22423000.0,0.26,2005
Match Point,85638656.0,23151529.0,0.27,62487127.0,0.73,2005
In Her Shoes,83697473.0,32880591.0,0.39299999999999996,50816882.0,0.607,2005
The Constant Gardener,82466670.0,33579797.0,0.40700000000000003,48886873.0,0.593,2005
Stealth,79268322.0,32116746.0,0.405,47151576.0,0.595,2005
Hostage,77608617.0,34639939.0,0.446,42968678.0,0.5539999999999999,2005
Coach Carter,76669554.0,67264877.0,0.877,9404677.0,0.12300000000000001,2005
The King and the Clown,74466867.0,0.0,0.0,74466867.0,1.0,2005
"Yours, Mine & Ours",72662923.0,53412862.0,0.735,19250061.0,0.265,2005
Lord of War,72617068.0,24149632.0,0.33299999999999996,48467436.0,0.667,2005
The Adventures of Sharkboy and Lavagirl 30D,71992655.0,39177684.0,0.544,32814971.0,0.456,2005
xXx: State of the Union,71410636.0,26873932.0,0.376,44536704.0,0.624,2005
House of Wax,68766121.0,32064800.0,0.466,36701321.0,0.534,2005
Prime,67937494.0,22827153.0,0.336,45110341.0,0.664,2005
Boogeyman,67192859.0,46752382.0,0.696,20440477.0,0.304,2005
Zathura: A Space Adventure,65079236.0,29258869.0,0.45,35820235.0,0.55,2005
Valiant,61746888.0,19478106.0,0.315,42268782.0,0.685,2005
A History of Violence,61385065.0,31504633.0,0.513,29880432.0,0.48700000000000004,2005
Son of the Mask,59981548.0,17018422.0,0.284,42963126.0,0.716,2005
Must Love Dogs,58231520.0,43894863.0,0.754,14336657.0,0.24600000000000002,2005
Doom,58072119.0,28212337.0,0.486,29859782.0,0.514,2005
Derailed,57479076.0,36024076.0,0.627,21455000.0,0.373,2005
The Descent,57051053.0,26024456.0,0.456,31026597.0,0.544,2005
Elektra,56995646.0,24409722.0,0.428,32585924.0,0.5720000000000001,2005
Kicking & Screaming,56070433.0,52842724.0,0.9420000000000001,3227709.0,0.057999999999999996,2005
"Good Night, and Good Luck.",54641191.0,31558003.0,0.578,23083188.0,0.42200000000000004,2005
Æon Flux,53321673.0,25874337.0,0.485,27447336.0,0.515,2005
Pooh's Heffalump Movie,52858433.0,18098433.0,0.342,34760000.0,0.6579999999999999,2005
Elizabethtown,52164016.0,26850426.0,0.515,25313590.0,0.485,2005
Just Friends,50912434.0,32619671.0,0.6409999999999999,18292763.0,0.359,2005
Unleashed,50871113.0,24537621.0,0.48200000000000004,26333492.0,0.518,2005
Diary of a Mad Black Woman,50652203.0,50633099.0,1.0,19104.0,0.0,2005
Fever Pitch,50605163.0,42071069.0,0.831,8534094.0,0.16899999999999998,2005
Capote,49327405.0,28750530.0,0.583,20576875.0,0.41700000000000004,2005
Broken Flowers,47329961.0,13744960.0,0.29,33585001.0,0.71,2005
The Wedding Date,47096206.0,31726995.0,0.674,15369211.0,0.326,2005
Land of the Dead,47074133.0,20700082.0,0.44,26374051.0,0.56,2005
Get Rich or Die Tryin',46563961.0,30985352.0,0.665,15578609.0,0.335,2005
The Fog,46201432.0,29550869.0,0.64,16650563.0,0.36,2005
Into the Blue,46117696.0,18801234.0,0.408,27316462.0,0.5920000000000001,2005
Deuce Bigalow: European Gigolo,45109561.0,22400154.0,0.49700000000000005,22709407.0,0.503,2005
Dark Water 2005 Re0release,44347079.0,25473352.0,0.574,18873727.0,0.426,2005
A Lot Like Love,42886719.0,21845719.0,0.509,21041000.0,0.491,2005
Oliver Twist,42580321.0,2080321.0,0.049,40500000.0,0.951,2005
The Sisterhood of the Traveling Pants,42013878.0,39053061.0,0.93,2960817.0,0.07,2005
Serenity,40445129.0,25514517.0,0.631,14930612.0,0.369,2005
The Ringer,40442443.0,35428675.0,0.8759999999999999,5013768.0,0.124,2005
Magnificent Desolation: Walking on the Moon,40339402.0,34137524.0,0.846,6201878.0,0.154,2005
Yamato,39287114.0,0.0,0.0,39287114.0,1.0,2005
Dreamer,38741732.0,32751093.0,0.845,5990639.0,0.155,2005
Always: Sunset on Third Street,38573583.0,0.0,0.0,38573583.0,1.0,2005
The Producers,38075318.0,19398532.0,0.509,18676786.0,0.491,2005
Casanova,37691644.0,11304403.0,0.3,26387241.0,0.7,2005
Beauty Shop,37245453.0,36351350.0,0.976,894103.0,0.024,2005
